ID,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,PredictedSolubility,Residual,AbsoluteResidual,Name,SMILES,abs_residual,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff,rdkit_valid,has_metal,formal_charge,is_charged,atom_count,heavy_atom_count_rdkit,component_count,is_multicomponent,carbon_count,high_mw_95,high_mw_99,high_logp_95,high_logp_99,large_structure_95,large_structure_99,multicomponent_record,extreme_residual_95,extreme_residual_99,id_occurrences,repeated_id,smiles_occurrences,repeated_smiles,single_component,multicomponent,metal_free,neutral,high_mw,very_high_mw,high_logp,very_high_logp,candidate_single_component,candidate_single_neutral,candidate_standard_domain,candidate_conservative_domain,excluded_multicomponent,excluded_metal,excluded_charged,excluded_high_mw,excluded_high_logp
A-3516,XJPZKYIHCLDXST-UHFFFAOYSA-N,-1.4172531143,0.0,1,G1,148.98000000000002,1.7833999999999997,-2.488658999610937,1.0714058853109372,1.0714058853109372,"4,6-dichloropyrimidine",Clc1cc(Cl)ncn1,1.0714058853109372,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3677,AFBPFSWMIHJQDM-UHFFFAOYSA-N,-1.2803,0.0,1,G1,107.15599999999998,1.7283,-2.351408479980946,1.0711084799809458,1.0711084799809458,n-methylaniline,CNc1ccccc1,1.0711084799809458,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-4609,IROINLKCQGIITA-UHFFFAOYSA-N,-3.9847,0.0076499999999999,2,G3,241.364,2.2357,-2.9139925911740554,-1.0707074088259447,1.0707074088259447,terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,1.0707074088259447,0.0,4.440892098500626e-16,7.105427357601002e-15,0.0,0.0,0.0,True,False,0,False,16,16,1,False,10,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1779,RASLWNGTMHFPIQ-UHFFFAOYSA-N,-1.2837,0.0,1,G1,192.174,1.0933000000000002,-2.3543623046282245,1.0706623046282244,1.0706623046282244,"2-propenamide, 3-(2-nitrophenyl)-",NC(=O)C=Cc1ccccc1[N+]([O-])=O,1.0706623046282244,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,14,14,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-980,XCEYNQCFXXAOBL-UHFFFAOYSA-N,-4.68,0.605,2,G2,366.417,3.172900000000002,-3.609815742884501,-1.070184257115499,1.070184257115499,"3-pentanoyloxymethylphenytoin;  5,5-diphenyl-3-pentanoyloxymethylhydantoin",CCCCC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,1.070184257115499,5.684341886080804e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,27,27,1,False,21,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-868,VAIYLVSTCHKPAY-UHFFFAOYSA-N,-4.73,0.0,1,G1,302.182,3.794200000000002,-3.659883409423551,-1.0701165905764496,1.0701165905764496,"n-(2,3-dichlorophenyl)benzenesulfonamide",ClC1=CC=CC(=C1Cl)N[S](=O)(=O)C2=CC=CC=C2,1.0701165905764496,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,12,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2335,KZBUYRJDOAKODT-UHFFFAOYSA-N,-1.0513,0.041342722474506,3,G5,70.906,1.379,-2.1210194712949058,1.069719471294906,1.069719471294906,chlorine,ClCl,1.069719471294906,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,2,2,1,False,0,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-473,MXOAEAUPQDYUQM-UHFFFAOYSA-N,-1.3067,1.3690239838,2,G2,202.63700000000003,1.072,-2.375733124146444,1.0690331241464437,1.0690331241464437,chlorphenesin,OCC(O)COc1ccc(Cl)cc1,1.0690331241464437,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,13,13,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
E-597,FZERHIULMFGESH-UHFFFAOYSA-N,-1.33,0.0410582513022656,3,G5,135.16599999999997,1.645,-2.3989084049348,1.0689084049348,1.0689084049348,acetanilide,O=C(Nc(cccc1)c1)C,1.0689084049348,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,10,10,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
F-899,RLOOWKRHNNTPQK-UHFFFAOYSA-N,-2.52,0.0,1,G1,263.341,3.8956000000000026,-3.588801676728307,1.0688016767283068,1.0688016767283068,4-(hexyl-methylamino)diazenylbenzoic acid,CCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,1.0688016767283068,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,14,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-1783,FTZLWXQKVFFWLY-UHFFFAOYSA-L,-0.6605427703,0.0,1,G1,551.2970000000003,-3.315399999999995,-1.7288745971281618,1.068331826828162,1.068331826828162,"disodium 2,5-dichloro-4-{3-methyl-5-oxo-4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]-4,5-dihydro-1H-pyrazol-1-yl}benzene-1-sulfonate",[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(cc2)[S]([O-])(=O)=O)c3cc(Cl)c(cc3Cl)[S]([O-])(=O)=O,1.068331826828162,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,33,33,3,True,16,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
A-4110,LJRGBERXYNQPJI-UHFFFAOYSA-M,-0.0514554578,0.7835856628456082,4,G4,225.15699999999995,-2.4970999999999988,-1.1197711362756049,1.0683156784756047,1.0683156784756047,sodium 3-nitrobenzene-1-sulfonate,[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,1.0683156784756047,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,14,14,2,True,6,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
A-4153,URQMEZRQHLCJKR-UHFFFAOYSA-N,-1.7725870938,0.0,1,G1,152.23699999999997,2.711900000000001,-2.840873121288872,1.0682860274888717,1.0682860274888717,3-methyl-5-propylcyclohex-2-en-1-one,CCCC1CC(=CC(=O)C1)C,1.0682860274888717,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,10,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-2143,HYDYEUKNONPEFM-UHFFFAOYSA-N,-4.44,0.0,1,G1,270.288,3.2559000000000013,-3.371826742374364,-1.0681732576256366,1.0681732576256366,4-(3-phenylureido)phenyl  acetate;  acetic acid 4-(3-phenylureido)phenyl ester,CC(=O)OC1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,1.0681732576256366,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,20,20,1,False,15,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-4337,WHJUKZVLAVJEJZ-UHFFFAOYSA-N,-1.156,0.0,1,G1,143.211,1.1108,-2.223987891978307,1.067987891978307,1.067987891978307,"2-propanone, 1-(4,5-dihydro-2-thiazolyl)-",CC(=O)CC1=NCCS1,1.067987891978307,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,9,9,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3290,ASAXRKSDVDALDT-UHFFFAOYSA-N,-1.336078753,0.0782366319140094,4,G5,156.10299999999998,1.5003000000000002,-2.4039514558914328,1.0678727028914328,1.0678727028914328,"propan-2-yl 2,2,2-trifluoroacetate",CC(C)OC(=O)C(F)(F)F,1.0678727028914328,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,10,10,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-962,XLMALTXPSGQGBX-GCJKJVERSA-N,-5.0097,0.0,1,G1,339.47900000000004,4.275500000000004,-3.941976932753666,-1.0677230672463334,1.0677230672463334,propoxyphene,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,1.0677230672463334,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,25,25,1,False,22,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3315,UBEQHGSYADUQGL-SSDOTTSWSA-N,-1.0732,0.0,1,G1,130.18699999999998,0.984,-2.140731764525083,1.067531764525083,1.067531764525083,(+)(r)-6-hydroxy-4-methyl-caproaldehyde,C[C@@H](CCO)CCC=O,1.067531764525083,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,9,9,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3835,SCYULBFZEHDVBN-UHFFFAOYSA-N,-1.2913,0.0,1,G1,98.96,1.81,-2.3586932465615256,1.0673932465615257,1.0673932465615257,"1,1-dichloroethane",CC(Cl)Cl,1.0673932465615257,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,4,4,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-1677,SVRNITUASJCBQJ-UHFFFAOYSA-N,-3.71,0.0,1,G1,242.344,1.494,-2.6426487748372107,-1.0673512251627892,1.0673512251627892,5-ethyl-5-pentyl-2-thiobarbituric  acid,CCCCCC1(CC)C(=O)NC(=S)NC1=O,1.0673512251627892,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,16,16,1,False,11,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
G-776,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,-4.64,0.5236260712569611,8,G4,290.832,3.644400000000001,-3.57280649677581,-1.067193503224189,1.067193503224189,Lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1.067193503224189,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1078,OCUCCJIRFHNWBP-IYEMJOQQSA-L,-0.1798,0.0,1,G1,453.8400000000002,-9.6581,0.8873348019555167,-1.067134801955517,1.067134801955517,cupric gluconate,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,1.067134801955517,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,True,True,0,False,27,27,3,True,12,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
B-4386,LWNPIVOFJQQAMH-UHFFFAOYSA-N,-1.4489,0.0,1,G1,194.277,1.5141,-2.515739279009042,1.066839279009042,1.066839279009042,"propanoic acid, 2-[(ethoxythioxomethyl)thio]-",CCOC(=S)SC(C)C(O)=O,1.066839279009042,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3714,HEDRZPFGACZZDS-MICDWDOJSA-N,-1.417811305,0.0,1,G1,120.384101778,1.9864,-2.483754726422039,1.0659434214220391,1.0659434214220391,(2H)chloroform,ClC(Cl)(Cl)[2H],1.0659434214220391,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,4,1,False,1,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3234,GKKCIDNWFBPDBW-UHFFFAOYSA-M,0.9659600909,0.0,1,G1,81.11500000000001,-4.168220000000001,-0.0996699990693279,1.065630089969328,1.065630089969328,potassium cyanate,[K+].[O-]C#N,1.065630089969328,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,True,True,0,False,4,4,2,True,1,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
C-2506,UZKSIVGPWQRGOU-UHFFFAOYSA-N,-1.33,0.0,1,G1,365.3740000000001,-0.1054999999999997,-2.395423423152176,1.065423423152176,1.065423423152176,"2-sulfamoyl-5-(4-nitrobenzenesulfonamido)-1,3,4-thiadiazole",N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)S1,1.065423423152176,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,22,22,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-1814,CMCWWLVWPDLCRM-UHFFFAOYSA-N,-1.1448233011,0.0,1,G1,162.192,0.9279,-2.2094481712318284,1.0646248701318284,1.0646248701318284,1-phenylpyrazolidin-3-one,O=C1CCN(N1)c2ccccc2,1.0646248701318284,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3811,YVBCULSIZWMTFY-UHFFFAOYSA-N,-1.3931,0.0,1,G1,116.204,1.9475,-2.4576973868875154,1.0645973868875154,1.0645973868875154,4-heptanol,CCCC(O)CCC,1.0645973868875154,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-5404,JZOCDHMHLGUPFI-UHFFFAOYSA-N,-4.0405904263,0.0,1,G1,182.263,2.850500000000001,-2.976006737983653,-1.0645836883163469,1.0645836883163469,"1,5-dimethyl-1-vinylhex-4-en-1-yl formate",CC(C)=CCCC(C)(OC=O)C=C,1.0645836883163469,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,13,13,1,False,11,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2524,NHXMRQITQSBVLJ-UHFFFAOYSA-N,-1.3755,0.0,1,G1,166.176,1.5217199999999995,-2.4400187623462104,1.0645187623462105,1.0645187623462105,"benzaldehyde, 4-hydroxy-3-methoxy-2-methyl-",COc1c(C)c(C=O)ccc1O,1.0645187623462105,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-4836,RUPBZQFQVRMKDG-UHFFFAOYSA-M,-2.9677471262,0.1109243747999997,2,G3,362.0860000000002,4.348200000000002,-4.032023779534934,1.0642766533349342,1.0642766533349342,"N-decyl-N,N-dimethyldecan-1-aminium chloride",[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,1.0642766533349342,5.684341886080804e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,24,24,2,True,22,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
B-3045,UXTDCJJEJZCEBF-BQYQJAHWSA-M,-3.3248,0.0,1,G1,191.206,0.8483999999999998,-2.2611582899282854,-1.0636417100717148,1.0636417100717148,"2-propenoic acid, 3-(2-ethoxyphenyl)-, (e)-",CCOc1ccccc1\C=C\C([O-])=O,1.0636417100717148,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,-1,True,14,14,1,False,11,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
B-3539,AWDYZLGQTRYRJA-UHFFFAOYSA-N,-4.6498,0.0,1,G1,330.833,3.3781000000000025,-3.586194174231339,-1.063605825768661,1.063605825768661,isopropyl (1-(4-chloro)phenylsulfonyl) cyclopent,CC(C)OC(=O)C1(CCCC1)[S](=O)(=O)c2ccc(Cl)cc2,1.063605825768661,5.684341886080804e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,15,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2241,GXOHBWLPQHTYPF-UHFFFAOYSA-N,-1.2047,0.0,1,G1,160.213,1.1006,-2.267735652751344,1.0630356527513436,1.0630356527513436,amyl lactate,CCCCCOC(=O)C(C)O,1.0630356527513436,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-1135,WMVJWKURWRGJCI-UHFFFAOYSA-N,-4.892804854,0.0,1,G1,234.38299999999995,4.767400000000005,-3.8300291510028712,-1.0627757029971292,1.0627757029971292,"2,4-bis(2-methylbutan-2-yl)phenol",CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC,1.0627757029971292,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,17,17,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-4770,MHJAJDCZWVHCPF-UHFFFAOYSA-L,0.2641880223,0.0,1,G1,120.283,-2.5734,-0.7984750832746417,1.0626631055746416,1.0626631055746416,magnesium hydrogenorthophosphate,[Mg++].O[P]([O-])([O-])=O,1.0626631055746416,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,True,True,0,False,6,6,2,True,0,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
B-4246,AWZOLILCOUMRDG-UHFFFAOYSA-N,-3.3305,0.0,1,G1,310.38000000000005,5.715600000000004,-4.392816009479274,1.0623160094792743,1.0623160094792743,edifenphos,CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,1.0623160094792743,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,14,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-1731,SMIOEQSLJNNKQF-UHFFFAOYSA-N,-1.52,0.0,1,G1,178.18699999999998,1.8145,-2.581778874748226,1.0617788747482266,1.0617788747482266,4-acetylphenyl acetate;  acetic acid 4-acetylphenyl ester;  4-acetoxyacetophenone,CC(=O)OC1=CC=C(C=C1)C(C)=O,1.0617788747482266,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,13,13,1,False,10,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-238,JLVVSXFLKOJNIY-UHFFFAOYSA-N,-2.4020693383,0.5520789341113865,3,G4,24.305,-0.3808,-1.3404751493761042,-1.0615941889238958,1.0615941889238958,magnesium,[Mg++],1.0615941889238958,0.0,0.0,0.0,0.0,0.0,0.0,True,True,2,True,1,1,1,False,0,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
A-5135,YBNSWAFWAWIDJZ-UHFFFAOYSA-N,0.0810654195,0.0,1,G1,402.4170000000001,-4.214599999999993,-0.9805022718689592,1.0615676913689591,1.0615676913689591,disodium 4-[(2-methylnonyl)oxy]-4-oxo-3-sulfonatobutanoate,[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,1.0615676913689591,0.0,0.0,0.0,0.0,0.0,0.0,True,True,2,True,25,25,4,True,14,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
A-1611,CMPPYVDBIJWGCB-UHFFFAOYSA-N,-1.3972424196000002,0.0,1,G1,401.85400000000016,-0.2101999999999963,-2.4586872003120046,1.0614447807120044,1.0614447807120044,"8-[(4-amino-3-nitrophenyl)diazenyl]-7-hydroxy-N,N,N-trimethylnaphthalen-2-aminium chloride",[Cl-].C[N+](C)(C)c1ccc2C=CC(=O)C(=N/Nc3ccc(N)c(c3)[N+]([O-])=O)\c2c1,1.0614447807120044,0.0,2.775557561562892e-17,0.0,0.0,0.0,0.0,True,False,0,False,28,28,2,True,19,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
B-2172,HRBKVYFZANMGRE-UHFFFAOYSA-N,-4.831,0.0400860186210713,3,G5,322.53700000000003,3.9379000000000017,-3.769873242881237,-1.061126757118764,1.061126757118764,chlorpyrifos methyl,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1.061126757118764,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,16,16,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2418,KXQWQYBKUMVBIB-UHFFFAOYSA-N,-1.0216,0.0,1,G1,175.19500000000002,0.4857999999999999,-2.082418220587375,1.060818220587375,1.060818220587375,"4-pteridinamine, n,n-dimethyl-",CN(C)c1ncnc2nccnc12,1.060818220587375,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,True,False,0,False,13,13,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3438,BPXVHIRIPLPOPT-UHFFFAOYSA-N,0.3403663284,0.1516509058,2,G3,261.234,-3.851399999999997,-0.7201400365527213,1.060506364952721,1.060506364952721,"tris(2-hydroxyethyl)-1,3,5-triazinane-2,4,6-trione",OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,1.060506364952721,0.0,0.0,1.4210854715202004e-14,3.0,0.0,0.0,True,False,0,False,18,18,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-5510,TZKOFQQLYGJWKC-UHFFFAOYSA-N,-7.0120095436000005,0.0,1,G1,925.2350000000002,11.021399999999993,-8.071874639972592,1.059865096372591,1.059865096372591,tris(triphenylphosphine)rhodium (I) chloride,[Cl].[Rh].c1ccc(cc1)P(c2ccccc2)c3ccccc3.c4ccc(cc4)P(c5ccccc5)c6ccccc6.c7ccc(cc7)P(c8ccccc8)c9ccccc9,1.059865096372591,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,59,59,5,True,54,True,False,True,False,True,False,True,False,False,1,False,1.0,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True
B-2349,UUIVKBHZENILKB-UHFFFAOYSA-N,-1.2075,0.0,1,G1,241.87,0.48138,-2.2671274248829083,1.0596274248829085,1.0596274248829085,"2,2-dibromo-2-cyanoacetamide",NC(=O)C(Br)(Br)C#N,1.0596274248829085,2.8421709430404014e-14,5.551115123125783e-17,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,3,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-129,FLISWPFVWWWNNP-BQYQJAHWSA-N,-4.0217535152,0.0,1,G1,210.273,2.6027000000000005,-2.9627184659797066,-1.0590350492202938,1.0590350492202938,"3-[(2E)-oct-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-oct-2-en-1-yl]oxolane-2,5-dione",CCCCCC/C=C/C1CC(=O)OC1=O,1.0590350492202938,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,12,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-4325,AFGBRTKUTJQHIP-UHFFFAOYSA-N,-1.1028619258,0.0086132581855471,3,G5,200.238,0.5108999999999999,-2.16168339664989,1.0588214708498898,1.0588214708498898,"3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanoic acid",CC(C)C(N1CCCNC1=O)C(O)=O,1.0588214708498898,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,14,14,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3132,MWOOGOJBHIARFG-UHFFFAOYSA-N,-1.2280265929,0.04356329645,2,G3,152.14899999999997,1.2132999999999998,-2.286844857926768,1.058818265026768,1.058818265026768,4-hydroxy-3-methoxybenzaldehyde,COc1cc(C=O)ccc1O,1.058818265026768,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3259,YYRIJHSNZXZKJD-UHFFFAOYSA-J,-1.1748734719,0.0,1,G1,1066.954,-5.850560000000014,-2.2332014206116213,1.0583279487116213,1.0583279487116213,"tetrasodium 3-[(E)-2-(4-{[4-({4-[(E)-2-(4,8-disulfonatonaphthalen-2-yl)diazen-1-yl]-3-methylphenyl}amino)-6-[(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl]amino}-2-methylphenyl)diazen-1-yl]naphthalene-1,5-disulfonate",[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O,1.0583279487116213,0.0,0.0,5.684341886080804e-14,0.0,0.0,0.0,True,True,0,False,70,70,5,True,39,True,True,False,False,True,True,True,False,False,1,False,1.0,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False
