ID,scaffold_key,split
E-948,c1ccc(Oc2ccccc2)cc1,train
A-1912,c1ccccc1,train
A-4200,ACYCLIC_A-4200,train
A-1362,c1ccccc1,train
C-1771,O=C1CCC2C1CCC1C3CCCCC3=CCC21,train
B-3260,O=C1CN=C(c2ccccc2)N1,train
B-1066,c1ccccc1,train
A-908,O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1,train
H-496,ACYCLIC_H-496,train
F-1182,O=C1CCCN1CN1CCCC1=O,train
A-624,C1CCC2CCCCC2C1,train
B-2818,c1ccccc1,train
G-1069,c1ccccc1,train
B-1947,c1ccccc1,train
G-401,O=C1CC(=O)N2c3ccccc3N=CN12,train
F-1175,c1ccc(OC2CCCCO2)cc1,train
B-3841,ACYCLIC_B-3841,train
B-2454,c1ccccc1,train
B-1199,ACYCLIC_B-1199,train
A-1652,ACYCLIC_A-1652,train
C-2401,O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12,train
A-5899,O=C(Nc1ccc(NC(=O)C2=Cc3ccccc3/C(=N\Nc3ccccc3)C2=O)cc1)C1=Cc2ccccc2/C(=N\Nc2ccccc2)C1=O,train
C-2082,C1=CC2Oc3cccc4c3C23CCNC(C4)C3=C1,train
A-4779,c1ccccc1,train
F-644,c1ccc(-c2ccccc2)cc1,train
D-1547,C1=C[C@@H]2Oc3cccc4c3[C@@]23CCN[C@H](C4)C3=C1,train
F-357,c1ccccc1,train
F-655,c1ccccc1,train
C-1345,c1ccccc1,train
F-873,O=C(Nc1ccccc1)c1ccccc1,train
C-2115,c1ccccc1,train
B-700,c1ccccc1,train
A-1690,c1ccccc1,train
B-277,c1ccc(C(c2ccccc2)c2ccccc2)cc1,train
B-1894,c1ccccc1,train
B-1418,ACYCLIC_B-1418,train
C-1773,c1cnc2ncncc2n1,train
G-731,O=S1(=O)NCNc2ccccc21,train
B-3976,c1ccc2[nH]cnc2c1,train
B-358,c1ccccc1,train
B-2590,c1ccccc1,train
B-1903,ACYCLIC_B-1903,train
B-2178,c1ccc(Sc2ccccc2)cc1,train
B-4441,c1ccccc1,train
B-2702,c1ccc(-c2ccccc2)cc1,train
C-1892,c1ccc(N2CC2)cc1,train
E-798,ACYCLIC_E-798,train
F-176,ACYCLIC_F-176,train
B-3620,c1ccccc1,train
A-1859,c1ccccc1,train
A-4778,c1ccc(-c2ccccc2)cc1,train
C-556,c1ccccc1,train
F-109,O=c1nc[nH]n1-c1ccccc1,train
C-1498,O=[PH](Oc1ccccc1)c1ccccc1,train
B-1499,ACYCLIC_B-1499,train
A-4587,ACYCLIC_A-4587,train
B-2656,c1ccccc1,train
B-3259,O=C1CN=C(c2ccccn2)N1,train
C-1489,c1ccc2[nH]c(-c3cscn3)nc2c1,train
A-4955,ACYCLIC_A-4955,train
B-4647,c1ccccc1,train
A-91,c1ccc(-c2ccccc2)cc1,train
A-5426,C1CCCCC1,train
B-3491,O=c1[nH]cnn1-c1ccccc1,train
C-1957,O=c1cc[nH]c(=O)[nH]1,train
C-1817,c1ccccc1,train
F-1195,O=C1CC2CC3N1CCC31c3ccccc3N3C(=O)C=CC2C31,train
B-353,c1ccc(NCc2cccs2)nc1,train
B-1806,O=C(c1ccccc1)c1ccccc1,train
C-2407,O=c1ccn2c3c(c(N4CCCCC4)ccc13)CCC2,train
A-469,ACYCLIC_A-469,train
B-3506,c1ccccc1,train
A-18,c1ccccc1,train
A-1817,c1ccccc1,train
H-130,ACYCLIC_H-130,train
B-1269,O=C1CCCCC1,train
C-2376,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,train
B-3599,c1ccccc1,train
C-31,ACYCLIC_C-31,train
B-2453,c1ccccc1,train
B-1397,O=c1cc[nH]cc1,train
A-906,ACYCLIC_A-906,train
B-1749,c1ccccc1,train
E-740,ACYCLIC_E-740,train
B-4281,c1ccc2nc3ccccc3cc2c1,train
F-489,N=C1C(=O)C=Cc2ccccc21,train
B-3686,c1ccccc1,train
F-227,ACYCLIC_F-227,train
A-3890,ACYCLIC_A-3890,train
B-2125,ACYCLIC_B-2125,train
A-311,ACYCLIC_A-311,train
B-1022,ACYCLIC_B-1022,train
E-847,ACYCLIC_E-847,train
B-3728,c1ccc2[nH]ccc2c1,train
A-397,C1CCCC1,train
B-3833,ACYCLIC_B-3833,train
A-1234,O=C1CCCCCCCCCCC1,train
B-1772,c1ccccc1,train
A-45,ACYCLIC_A-45,train
D-1859,c1ccc(Nc2ccccc2)cc1,train
C-1305,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,train
A-1564,c1ccccc1,train
C-576,c1ccccc1,train
B-2549,c1ccccc1,train
B-2400,ACYCLIC_B-2400,train
E-1007,O=C1OC(C2NCCc3cc4c(cc32)OCO4)c2ccccc21,train
C-2423,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,train
F-645,c1ccccc1,train
A-1591,C1CCCCCCCCCCC1,train
F-252,O=c1cnc2c(=O)[nH]cnc2[nH]1,train
E-1116,c1ccccc1,train
A-2933,c1ccccc1,train
B-4141,c1ccccc1,train
C-1962,c1ccccc1,train
A-566,ACYCLIC_A-566,train
B-4061,c1ccc(Nc2ccccc2)cc1,train
F-576,c1ccccc1,train
A-468,c1ccc(C2CCOC2)cc1,train
B-3616,c1ccccc1,train
A-1638,C1=NCOCN1,train
B-1742,ACYCLIC_B-1742,train
C-1850,O=C1C=CN(C2CCCO2)C(=O)C1,train
C-43,ACYCLIC_C-43,train
B-3973,c1ccc2c(c1)CCC2,train
B-3652,c1ccccc1,train
B-22,O=c1cc[nH]c(=O)[nH]1,train
C-1857,c1ccccc1,train
B-1849,c1ccc2c(c1)Cc1ccccc1-2,train
C-1747,c1ncc2[nH]cnc2n1,train
F-669,O=C(CCOc1ccccc1)Nc1ccccc1,train
F-609,c1ccccc1,train
B-3160,c1ccc(Oc2ccccn2)cc1,train
C-1772,c1cnc2ncncc2n1,train
C-1783,c1cnc2ncncc2n1,train
F-662,c1ccccc1,train
A-4704,ACYCLIC_A-4704,train
C-2334,O=S(=O)(Nc1nccs1)c1ccccc1,train
B-906,O=c1cc[nH]c(=O)[nH]1,train
A-5016,ACYCLIC_A-5016,train
B-2707,O=c1cc[nH]c(=O)[nH]1,train
A-3025,c1ccccc1,train
B-3446,c1ccccc1,train
C-242,c1ccccc1,train
C-1204,O=c1cc[nH]c(=O)[nH]1,train
A-4607,ACYCLIC_A-4607,train
D-2087,O=C(Nc1ccccc1)c1ccccc1,train
B-180,ACYCLIC_B-180,train
A-4184,c1ccccc1,train
C-2489,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
B-2849,ACYCLIC_B-2849,train
B-2447,ACYCLIC_B-2447,train
A-655,c1ccc(Nc2ccccc2)cc1,train
F-33,c1ccc2ncccc2c1,train
A-1686,c1ccccc1,train
I-83,C1=Cc2ccccc2/C1=C/c1ccccc1,train
A-1466,c1ccccc1,train
B-3083,c1ccc(C(c2ccccc2)c2cncnc2)cc1,train
C-819,O=S1(=O)CCCc2ccsc21,train
C-2056,c1ccccc1,train
B-4020,c1ccccc1,train
F-612,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
A-1579,O=c1[nH]sc2ccccc12,train
A-4610,C=C1CCCC1,train
F-611,c1ccc(Nc2ccccc2)cc1,train
C-2529,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
F-879,C1CCOCC1,train
A-4725,c1ccccc1,train
B-1901,c1ccccc1,train
F-1003,C1CCOCC1,train
B-2134,ACYCLIC_B-2134,train
A-1038,c1ccc2ncccc2c1,train
B-4527,c1ccccc1,train
B-1479,c1cnc2ncncc2n1,train
B-2024,c1ccccc1,train
C-1119,C1CCCCC1,train
A-4205,ACYCLIC_A-4205,train
B-1674,c1ccccc1,train
B-1166,c1ccccc1,train
B-372,c1ccccc1,train
A-24,c1ccccc1,train
F-935,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,train
B-1711,ACYCLIC_B-1711,train
B-2452,c1ccccc1,train
B-959,c1ccc2c(c1)N[C@@]1([C@@H]3CC4CCN3CC4)OCCC21,train
A-599,ACYCLIC_A-599,train
D-1473,c1ccc(COCc2ccccc2)cc1,train
B-336,c1ccccc1,train
B-114,c1ccccc1,train
B-1114,c1ccoc1,train
F-1125,N=C1NCCN1Cc1cccnc1,train
C-2395,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,train
B-1805,C1=CC2CCC1C2,train
D-1788,c1ccccc1,train
C-1458,O=C1CN=C(c2ccccc2)c2ccccc2N1,train
F-806,O=S(=O)(Nc1ncc2c(n1)CCCC2)c1ccccc1,train
F-209,ACYCLIC_F-209,train
B-2795,c1ccccc1,train
B-59,ACYCLIC_B-59,train
E-729,c1ccc(CNc2ccccn2)cc1,train
B-1980,c1ccccc1,train
C-1292,O=C1CCCN1c1ccccc1,train
A-2721,ACYCLIC_A-2721,train
A-1277,O=C1CCCCCCCCCCOCCCCO1,train
B-1588,c1ccccc1,train
A-4737,c1ccccc1,train
B-774,O=C(Nc1cccc2ccccc12)c1ccccc1,train
B-4209,c1ccccc1,train
B-2450,c1ccccc1,train
B-1051,ACYCLIC_B-1051,train
F-1151,c1ccoc1,train
H-25,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train
F-150,ACYCLIC_F-150,train
B-347,O=C(c1ccccc1)c1ccccc1,train
B-2242,c1ccccc1,train
B-3286,c1ccc2ncccc2c1,train
B-3694,c1ccc(-c2ccccc2)cc1,train
B-4245,c1ccccc1,train
B-4145,c1ccccc1,train
A-1287,O=C1CCC2=C(CC[C@@H]3[C@@H]2CCC2C(=O)CC[C@H]23)C1,train
B-2661,c1ccc(NC2CCCCO2)cc1,train
A-4180,c1ccccc1,train
B-3250,O=C(Nc1ncncn1)NS(=O)(=O)c1ccsc1,train
F-663,c1ccccc1,train
B-4147,c1ccccc1,train
B-2451,c1ccccc1,train
A-2885,O=C1CNC(=O)N1,train
G-546,O=C1NC(=O)C2(CCCC2)C(=O)N1,train
A-4767,O=C1CCCCC1,train
D-1625,c1ccccc1,train
F-30,C1CCC2(CC1)SCCS2,train
B-553,C1OCOCOCO1,train
A-1823,c1ccccc1,train
A-4189,c1ccccc1,train
B-468,c1ccccc1,train
B-2356,O=C(NC1CCCCC1)c1cccnc1,train
A-3712,O=c1[nH]cn[nH]1,train
I-60,C=C1c2ccccc2CCc2ccccc21,train
F-455,c1ccccc1,train
B-958,O=C1C[C@@H]2CCC1C2,train
C-1894,c1ccccc1,train
B-3521,O=S(=O)(c1ccccc1)C1CC1,train
B-1474,c1ccccc1,train
B-4449,ACYCLIC_B-4449,train
A-2673,ACYCLIC_A-2673,train
A-5043,O=C1CCCCN1c1ccc(N2CCc3cnn(-c4ccccc4)c3C2=O)cc1,train
A-5186,c1ccccc1,train
A-1707,c1ccc(Oc2ccccc2)cc1,train
B-3406,c1ccccc1,train
A-4680,ACYCLIC_A-4680,train
B-2476,c1ccccc1,train
B-2594,c1ccccc1,train
A-896,c1ccc(CC2OCCCO2)cc1,train
B-1897,ACYCLIC_B-1897,train
B-1108,N=C1C=CC(=O)C=C1,train
D-1910,ACYCLIC_D-1910,train
B-1847,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,train
A-4945,C1=CC2CCC1C2,train
C-1665,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
A-586,O=C1CCCCC1,train
C-2335,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1,train
B-3135,O=C(Nc1ccccc1)Nc1ccncc1,train
A-1601,c1ccccc1,train
B-3613,c1ccccc1,train
B-1081,O=C(C(=O)c1ccccc1)c1ccccc1,train
A-1497,ACYCLIC_A-1497,train
G-832,c1ccccc1,train
F-626,c1ccc(-c2ccccc2)cc1,train
F-412,O=C(Nc1ccccc1)c1ccccc1,train
C-1275,c1ccccc1,train
C-2530,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
A-1361,ACYCLIC_A-1361,train
B-2040,c1coc(-c2nc3ccccc3[nH]2)c1,train
A-1734,C1=CC2CCC1C2,train
B-1690,C1CSSC1,train
A-4207,c1ccccc1,train
B-1518,ACYCLIC_B-1518,train
E-1171,c1ccccc1,train
G-151,c1ccccc1,train
B-2198,C1CC[C@H](O[C@H]2CCCOC2)OC1,train
C-1833,c1ccccc1,train
G-599,ACYCLIC_G-599,train
A-412,c1ccccc1,train
C-674,c1ccc(N2CC2)cc1,train
B-1834,c1ccccc1,train
C-1094,C1=CCCCC1,train
C-2048,c1ccc(Nc2ccccc2)cc1,train
B-1085,ACYCLIC_B-1085,train
E-373,c1ccccc1,train
A-1335,c1ccccc1,train
A-709,ACYCLIC_A-709,train
A-391,c1ccccc1,train
C-1845,S=c1cnc2cncnc2[nH]1,train
B-2720,O=C(Nc1ccccc1)c1ccccc1,train
B-3752,c1ccccc1,train
F-422,c1ccccc1,train
C-1753,c1ncc2[nH]cnc2n1,train
B-2434,c1ccccc1,train
A-4758,c1ccccc1,train
B-2493,c1ccccc1,train
A-954,c1ccccc1,train
B-2236,C1=CCCCC1,train
F-999,O=c1c2cccnc2[nH]c2c3c(ccc12)OCC=C3,train
B-4563,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,train
C-1768,c1ccccc1,train
A-4335,ACYCLIC_A-4335,train
A-252,c1ccccc1,train
B-1792,ACYCLIC_B-1792,train
C-2532,O=S1(=O)NCCc2ccsc21,train
B-419,C1=CCCCC1,train
A-4724,c1ccccc1,train
A-1482,C1CCCCC1,train
F-17,O=C1OCc2ccccc21,train
B-2801,c1ccccc1,train
C-1592,ACYCLIC_C-1592,train
F-203,ACYCLIC_F-203,train
A-4689,c1ccccc1,train
F-164,ACYCLIC_F-164,train
C-1214,O=c1cc[nH]c(=O)[nH]1,train
F-625,c1ccccc1,train
A-3195,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,train
B-704,c1ccccc1,train
B-1002,c1ccccc1,train
F-731,N=C1CC(=O)c2ccccc21,train
C-2491,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
B-3784,c1ccccc1,train
C-2542,c1ccc2c(CCN3CCN(c4ccncn4)CC3)c[nH]c2c1,train
B-3370,O=c1cnc2cncnc2[nH]1,train
B-1098,S=C1NCNCS1,train
B-2479,c1ccccc1,train
A-4715,ACYCLIC_A-4715,train
C-1867,c1ccccc1,train
C-1464,c1ccc2[nH]c(-c3cscn3)nc2c1,train
B-1406,ACYCLIC_B-1406,train
B-4184,c1ccccc1,train
A-5,c1ccccc1,train
B-1350,c1ccccc1,train
A-1302,ACYCLIC_A-1302,train
C-209,c1ccccc1,train
C-2566,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
E-733,c1ccccc1,train
A-1024,C1=CCCCC1,train
A-4942,c1ccccc1,train
C-2561,O=S(=O)(Nc1nncs1)c1ccccc1,train
B-3886,ACYCLIC_B-3886,train
B-4240,c1ccccc1,train
B-1076,ACYCLIC_B-1076,train
I-21,c1ccccc1,train
A-21,c1ccc(OCC2CO2)cc1,train
B-3019,c1ccccc1,train
C-107,c1ccccc1,train
B-1865,ACYCLIC_B-1865,train
B-4304,c1ccccc1,train
B-4442,O=C1NCNC(=O)C1c1ccccc1,train
A-2016,O=C1c2cccc(Sc3ccccc3)c2C(=O)c2c(Sc3ccccc3)cccc21,train
C-412,c1ccccc1,train
B-108,C1CC2O[C@]34CC5C(CCC6C[C@@H]7CCCCN7C[C@H]65)[C@@H]3CC[C@H]2C4C1,train
B-3424,O=C(NN=Cc1ccccn1)Nc1ccccc1,train
E-322,ACYCLIC_E-322,train
B-1185,ACYCLIC_B-1185,train
F-453,O=c1cc[nH]c(=O)[nH]1,train
I-2,c1ccccc1,train
B-2535,N=C1CCCCCCCCC1=N,train
B-4582,O=c1cc[nH]c(=O)[nH]1,train
B-4170,c1ccccc1,train
B-3423,c1cncnc1,train
C-557,c1ccccc1,train
A-4926,c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,train
B-263,O=S(=O)(Nc1nncs1)c1ccccc1,train
A-5524,c1ccc(Nc2ncncn2)cc1,train
A-3061,c1ccc(Nc2ccccc2)cc1,train
B-2169,c1ccccc1,train
G-823,ACYCLIC_G-823,train
F-1113,c1ccc(Nc2ncnc3cc4[nH]ncc4cc23)cc1,train
F-955,O=S1(=O)CCCc2ccsc21,train
C-1139,c1ccccc1,train
C-1137,c1ccccc1,train
C-310,c1ccccc1,train
B-4032,c1ccccc1,train
B-3622,c1ccccc1,train
C-748,c1ccccc1,train
B-4339,ACYCLIC_B-4339,train
C-1846,S=c1ncc2nccnc2[nH]1,train
A-11,C1CCCC1,train
C-2516,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
B-2503,ACYCLIC_B-2503,train
F-88,O=c1ccn(-c2ccccc2)cc1,train
A-402,c1ccccc1,train
B-2079,O=S(=O)(Nc1ncccn1)c1ccccc1,train
B-3547,c1ccoc1,train
B-2787,c1ccccc1,train
A-5003,c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,train
B-2029,c1ccccc1,train
B-1250,c1ccccc1,train
B-310,c1ccccc1,train
B-2675,C1CSCS1,train
F-977,ACYCLIC_F-977,train
B-1370,c1ccccc1,train
A-10,c1ccccc1,train
C-222,c1ccccc1,train
A-298,ACYCLIC_A-298,train
A-1155,c1ccccc1,train
A-4751,c1ccccc1,train
A-1735,c1ccccc1,train
F-654,c1ccccc1,train
A-930,O=C1CCCCC1,train
B-3097,O=c1cnnc[nH]1,train
B-2253,O=C1CCCc2ccccc21,train
F-627,c1ccccc1,train
A-4953,C1=CCCC=C1,train
B-3087,O=C(Nc1ccccc1)c1ccccc1,train
C-32,ACYCLIC_C-32,train
E-325,ACYCLIC_E-325,train
A-498,c1ccccc1,train
F-138,ACYCLIC_F-138,train
B-1157,c1ccccc1,train
B-3688,c1ccccc1,train
A-996,C1=NCCN1,train
D-1428,C1CCCCC1,train
A-1726,c1ccccc1,train
B-159,O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,train
B-803,c1cscn1,train
C-1045,O=S1(=O)NCNc2ccccc21,train
C-1786,O=c1cnc2cncnc2[nH]1,train
A-761,C1CCCCC1,train
B-2491,O=S(=O)(Nc1nncs1)c1ccccc1,train
F-335,c1ccccc1,train
A-4667,c1ccccc1,train
A-368,c1ccccc1,train
B-3776,c1ccccc1,train
C-1658,c1ccccc1,train
B-213,c1ccc(C(c2ccccc2)c2ccccc2)cc1,train
A-4742,ACYCLIC_A-4742,train
B-3419,c1ccccc1,train
B-2700,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,train
B-3246,O=C1NC(=O)C(c2ccccc2)C(=O)N1,train
B-3068,O=C(SCc1ccccc1)N1CCCCC1,train
B-374,c1ccccc1,train
B-3099,c1ccccc1,train
B-4132,O=C1C=CC(=O)c2ccccc21,train
F-500,c1ccccc1,train
B-1316,O=C(c1ccccc1)c1ccccc1,train
B-3390,O=c1ncc2nccnc2[nH]1,train
C-1748,c1ccccc1,train
B-1198,ACYCLIC_B-1198,train
F-486,O=C1NC(=O)C(C2=CCCCC2)C(=O)N1,train
A-811,ACYCLIC_A-811,train
B-4528,c1ccccc1,train
C-389,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
B-1679,c1ccccc1,train
B-1467,ACYCLIC_B-1467,train
G-150,c1ccccc1,train
B-1376,ACYCLIC_B-1376,train
E-1202,c1ccccc1,train
A-770,C1CCCCC1,train
A-2443,c1ccccc1,train
G-838,c1ccccc1,train
B-4554,c1ccccc1,train
C-1003,O=S(=O)(Nc1cccnc1)c1ccccc1,train
A-978,ACYCLIC_A-978,train
E-117,ACYCLIC_E-117,train
C-1282,O=C(NC1CCCCC1)c1ccoc1,train
C-1223,O=c1cc[nH]c(=O)[nH]1,train
B-3317,O=C1OCc2ccccc21,train
B-3094,c1ccccc1,train
B-875,c1ccc2c(c1)cnc1ccccc12,train
A-4762,ACYCLIC_A-4762,train
F-27,C1CSCS1,train
B-128,c1ccoc1,train
A-1874,C1=CCCCC1,train
B-3119,c1ccc(NCn2cccn2)cc1,train
B-90,c1ccccc1,train
A-1025,C1CCCCC1,train
B-4383,ACYCLIC_B-4383,train
C-2409,O=S(=O)(Nc1nncs1)c1ccccc1,train
A-3922,c1ccccc1,train
B-1055,C1=CC2=CC[C@H]3CCCCC3[C@H]2CC1,train
B-2146,c1ccccc1,train
A-475,c1ccccc1,train
A-5127,O=c1ccnc2nc[nH]n12,train
A-1196,ACYCLIC_A-1196,train
B-4496,c1ccccc1,train
A-4808,C1CCOCC1,train
G-824,ACYCLIC_G-824,train
C-1671,C1=CC2=CCC3CCCCC3C2CC1,train
E-1123,c1ccccc1,train
B-1395,c1ccccc1,train
F-900,c1ccccc1,train
B-3093,O=c1cc[nH]c(=O)[nH]1,train
C-1281,c1ccccc1,train
A-2395,c1ccccc1,train
B-1781,ACYCLIC_B-1781,train
B-2598,c1ccccc1,train
F-685,O=S(=O)(c1ccccc1)c1ccsc1,train
A-4642,c1ccccc1,train
A-2251,c1ccccc1,train
B-4252,c1ccccc1,train
B-2639,ACYCLIC_B-2639,train
B-3279,c1ccccc1,train
A-4025,C1CCCCC1,train
B-1014,C=C1OC=CC(=O)C1=O,train
A-824,c1ccc(CNCc2ccccc2)cc1,train
C-1949,c1ccccc1,train
G-790,O=C1OCC2C=CC=CC12,train
A-1692,ACYCLIC_A-1692,train
B-2394,c1ccccc1,train
C-229,c1ccccc1,train
E-1241,c1ccccc1,train
B-1273,ACYCLIC_B-1273,train
F-338,c1ccccc1,train
B-404,c1ccc(Sc2ccccc2)cc1,train
B-2221,ACYCLIC_B-2221,train
B-4604,c1ccc2ncccc2c1,train
E-660,ACYCLIC_E-660,train
B-1189,ACYCLIC_B-1189,train
B-2126,c1ccccc1,train
B-3391,ACYCLIC_B-3391,train
F-588,c1ccccc1,train
B-1973,O=C1C=CC(=NNc2ccccc2)C=C1,train
F-210,ACYCLIC_F-210,train
B-1339,c1ccccc1,train
B-2522,ACYCLIC_B-2522,train
D-2025,c1ccccc1,train
C-617,O=c1[nH]cnc2[nH]cnc12,train
A-4769,c1ccccc1,train
B-674,ACYCLIC_B-674,train
B-1969,O=C(Nc1ccccc1)c1ccccc1,train
B-1046,C1CC[C@@H](OC[C@@H]2CCC[C@@H](OC3CCCO3)O2)OC1,train
B-2992,O=S1(=O)C=CS(=O)(=O)CC1,train
B-886,ACYCLIC_B-886,train
A-917,c1ccccc1,train
B-3409,c1ccccc1,train
C-1113,c1c[nH]cn1,train
A-5010,ACYCLIC_A-5010,train
H-399,c1ccccc1,train
A-374,ACYCLIC_A-374,train
B-981,c1ccccc1,train
F-485,c1ccccc1,train
B-2380,O=C(Nc1ccccn1)c1cccnc1,train
A-4741,ACYCLIC_A-4741,train
B-3174,O=S(=O)(Nc1nncs1)c1ccccc1,train
B-285,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,train
A-1496,c1ccccc1,train
F-563,O=c1[nH]c(-c2ccccc2)nc2ccccc12,train
A-749,ACYCLIC_A-749,train
D-1678,ACYCLIC_D-1678,train
G-1078,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
B-1225,c1ccccc1,train
F-628,c1ccccc1,train
F-836,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,train
C-86,O=C1NC(=O)C2(CC2)C(=O)N1,train
A-722,O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O,train
B-2701,S=c1ncc2[nH]cnc2[nH]1,train
C-2309,O=c1cc[nH]c2nc(N3CCNCC3)ccc12,train
B-4590,O=C1NC(=O)C(C2=CCCCC2)C(=O)N1,train
C-2535,O=S(=O)(N=c1[nH]ncs1)c1ccccc1,train
B-2163,O=C1COc2ccccc2N1,train
C-1284,c1ccc(-c2ccccc2)cc1,train
C-1117,c1ccccc1,train
C-1710,c1ccccc1,train
F-501,O=S(=O)(Nc1nncs1)c1ccccc1,train
C-537,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train
B-1837,c1ccccc1,train
E-728,c1ccccc1,train
B-2296,c1ccccc1,train
B-1436,O=c1cc[nH]c(=S)[nH]1,train
B-2607,c1ccccc1,train
B-3314,c1ccc(OCn2cncn2)cc1,train
B-4540,c1ccccc1,train
F-503,O=C(OCCOC(=O)c1ccccc1)c1ccccc1,train
F-801,O=c1cccc[nH]1,train
B-1363,c1ccccc1,train
A-2297,O=C1CCC(=O)C1C/C=C1\CCCc2ccccc21,train
A-3534,[N+]=C1C(=O)NC(=O)NC1=O,train
B-3495,O=C(Nc1ccccc1)c1cncs1,train
B-3772,c1ccccc1,train
A-818,C1CC2CC3CCC2C(C1)C3,train
H-574,O=C1CCC2C1CCC1C3CCCCC3=CCC21,train
A-4944,c1ccccc1,train
B-2259,c1ccccc1,train
B-1855,c1ccccc1,train
F-445,c1ccccc1,train
B-238,ACYCLIC_B-238,train
A-1528,c1ccccc1,train
B-1931,c1ccccc1,train
B-4023,c1ccccc1,train
I-85,O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21,train
F-1118,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,train
C-1267,O=c1cc[nH]c(=O)[nH]1,train
B-2764,c1ccccc1,train
A-323,ACYCLIC_A-323,train
D-1995,ACYCLIC_D-1995,train
C-2197,c1ccc(N2CC2)cc1,train
A-1520,c1ccccc1,train
B-157,c1ncc2[nH]cnc2n1,train
B-3683,c1ccc(Nc2ccccc2)cc1,train
A-1662,c1ccccc1,train
C-1354,O=C(OCc1ccccc1)n1ccc(=O)[nH]c1=O,train
B-3177,O=C(Cc1ccccc1)Nc1ccccc1,train
C-2296,O=C1/C=C/C2OC2CCCC2CCCC(CC(OC3CCCCO3)/C=C/C=C/C=C/C=C/CCO1)O2,train
B-1695,ACYCLIC_B-1695,train
A-826,c1ccccc1,train
B-3535,O=S(=O)(c1ccccc1)C1CCC1,train
B-3658,c1ccccc1,train
F-637,c1ccccc1,train
B-1880,c1ccccc1,train
C-1659,c1ccccc1,train
C-2451,O=c1cc(Nc2ccccc2)cc[nH]1,train
A-2942,c1ccccc1,train
D-624,c1ccccc1,train
B-2973,O=C1OCc2ccccc21,train
A-1651,C1=CCCCC1,train
B-3006,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1,train
B-2512,O=C1c2ccccc2NCN1c1ccccc1,train
B-2745,ACYCLIC_B-2745,train
H-499,ACYCLIC_H-499,train
B-2065,O=C(Cc1ccccc1)c1ccccc1,train
F-638,c1ccccc1,train
C-2406,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,train
E-1008,O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21,train
A-4211,c1ccccc1,train
A-4746,O=c1[nH]c2ccccc2[nH]1,train
C-604,c1ccccc1,train
F-1136,O=C(Nc1cccnc1)C1CC1,train
A-310,c1ccccc1,train
E-726,c1ccccc1,train
B-605,ACYCLIC_B-605,train
A-4810,C1=Nc2ccccc2C1,train
B-600,ACYCLIC_B-600,train
B-46,O=c1cc[nH]c(=S)[nH]1,train
B-18,c1ccccc1,train
C-1674,c1ccccc1,train
B-2917,c1ccc2[nH]ccc2c1,train
A-1041,c1ccccc1,train
B-2757,ACYCLIC_B-2757,train
B-4224,c1ccccc1,train
B-124,c1ccccc1,train
B-3005,c1cnoc1,train
B-4254,c1ccccc1,train
B-1740,c1ccccc1,train
A-1875,ACYCLIC_A-1875,train
C-1960,c1ccccc1,train
A-1543,ACYCLIC_A-1543,train
C-2193,c1ccccc1,train
A-1940,c1ccc(Oc2ccccc2)cc1,train
B-410,ACYCLIC_B-410,train
A-3720,c1ccccc1,train
A-4757,c1ccccc1,train
